"trip_id","arrival_time","departure_time","stop_id","stop_sequence","pickup_type","drop_off_type"
"GO102_22_V4_1651","13:28:00","13:28:00","152","9","0","0"
"GO102_22_V4_1651","13:34:00","13:34:00","86","10","1","1"
"GO102_22_V4_1651","13:39:00","13:40:00","102","11","0","0"
"GO102_22_V4_1651","13:44:00","13:44:00","107","12","0","0"
"GO102_22_V4_1651","13:59:00","13:59:00","349","13","0","0"
"GO102_22_V4_1652","13:37:00","13:37:00","349","1","0","0"
"GO102_22_V4_1652","13:54:00","13:54:00","107","2","0","0"
"GO102_22_V4_1652","13:58:00","13:59:00","102","3","0","0"
"GO102_22_V4_1652","14:10:00","14:10:00","152","4","0","0"
"GO102_22_V4_1652","14:12:00","14:12:00","127","5","0","0"
"GO102_22_V4_1652","14:15:00","14:15:00","132","6","0","0"
"GO102_22_V4_1652","14:18:00","14:18:00","39","7","0","0"
"GO102_22_V4_1652","14:21:00","14:21:00","213","8","0","0"
"GO102_22_V4_1652","14:26:00","14:26:00","92","9","0","0"
"GO102_22_V4_1652","14:33:00","14:33:00","205","10","0","0"
"GO102_22_V4_1652","14:38:00","14:38:00","40","11","0","0"
"GO102_22_V4_1652","14:46:00","14:46:00","91","12","0","0"
"GO102_22_V4_1653","13:54:00","13:54:00","91","1","0","0"
"GO102_22_V4_1653","13:59:00","13:59:00","40","2","0","0"
"GO102_22_V4_1653","14:05:00","14:05:00","205","3","0","0"
"GO102_22_V4_1653","14:12:00","14:12:00","92","4","0","0"
"GO102_22_V4_1653","14:17:00","14:17:00","213","5","0","0"
"GO102_22_V4_1653","14:20:00","14:20:00","39","6","0","0"
"GO102_22_V4_1653","14:23:00","14:23:00","132","7","0","0"
"GO102_22_V4_1653","14:26:00","14:26:00","127","8","0","0"
"GO102_22_V4_1653","14:28:00","14:28:00","152","9","0","0"
"GO102_22_V4_1653","14:34:00","14:34:00","86","10","1","1"
"GO102_22_V4_1653","14:39:00","14:40:00","102","11","0","0"
"GO102_22_V4_1653","14:44:00","14:44:00","107","12","0","0"
"GO102_22_V4_1653","14:59:00","14:59:00","349","13","0","0"
"GO102_22_V4_1654","14:41:00","14:41:00","349","1","0","0"
"GO102_22_V4_1654","14:58:00","14:58:00","107","2","0","0"
"GO102_22_V4_1654","15:02:00","15:03:00","102","3","0","0"
"GO102_22_V4_1654","15:14:00","15:14:00","152","4","0","0"
"GO102_22_V4_1654","15:16:00","15:16:00","127","5","0","0"
"GO102_22_V4_1654","15:19:00","15:19:00","132","6","0","0"
"GO102_22_V4_1654","15:22:00","15:22:00","39","7","0","0"
"GO102_22_V4_1654","15:25:00","15:25:00","213","8","0","0"
"GO102_22_V4_1654","15:30:00","15:30:00","92","9","0","0"
"GO102_22_V4_1654","15:37:00","15:37:00","205","10","0","0"
"GO102_22_V4_1654","15:42:00","15:42:00","40","11","0","0"
"GO102_22_V4_1654","15:50:00","15:50:00","91","12","0","0"
"GO102_22_V4_1655","14:54:00","14:54:00","91","1","0","0"
"GO102_22_V4_1655","14:59:00","14:59:00","40","2","0","0"
"GO102_22_V4_1655","15:05:00","15:05:00","205","3","0","0"
"GO102_22_V4_1655","15:12:00","15:12:00","92","4","0","0"
"GO102_22_V4_1655","15:17:00","15:17:00","213","5","0","0"
"GO102_22_V4_1655","15:20:00","15:20:00","39","6","0","0"
"GO102_22_V4_1655","15:23:00","15:23:00","132","7","0","0"
"GO102_22_V4_1655","15:25:00","15:25:00","127","8","0","0"
"GO102_22_V4_1655","15:28:00","15:28:00","152","9","0","0"
"GO102_22_V4_1655","15:34:00","15:34:00","86","10","1","1"
"GO102_22_V4_1655","15:39:00","15:40:00","102","11","0","0"
"GO102_22_V4_1655","15:44:00","15:44:00","107","12","0","0"
"GO102_22_V4_1655","15:59:00","15:59:00","349","13","0","0"
"GO102_22_V4_1656","15:44:00","15:44:00","349","1","0","0"
"GO102_22_V4_1656","16:01:00","16:01:00","107","2","0","0"
"GO102_22_V4_1656","16:05:00","16:06:00","102","3","0","0"
"GO102_22_V4_1656","16:17:00","16:17:00","152","4","0","0"
"GO102_22_V4_1656","16:19:00","16:19:00","127","5","0","0"
"GO102_22_V4_1656","16:22:00","16:22:00","132","6","0","0"
"GO102_22_V4_1656","16:25:00","16:25:00","39","7","0","0"
"GO102_22_V4_1656","16:28:00","16:28:00","213","8","0","0"
"GO102_22_V4_1656","16:33:00","16:33:00","92","9","0","0"
"GO102_22_V4_1656","16:40:00","16:40:00","205","10","0","0"
"GO102_22_V4_1656","16:45:00","16:45:00","40","11","0","0"
"GO102_22_V4_1656","16:53:00","16:53:00","91","12","0","0"
"GO102_22_V4_1657","15:54:00","15:54:00","91","1","0","0"
"GO102_22_V4_1657","15:59:00","15:59:00","40","2","0","0"
"GO102_22_V4_1657","16:05:00","16:05:00","205","3","0","0"
"GO102_22_V4_1657","16:12:00","16:12:00","92","4","0","0"
"GO102_22_V4_1657","16:17:00","16:17:00","213","5","0","0"
"GO102_22_V4_1657","16:20:00","16:20:00","39","6","0","0"
"GO102_22_V4_1657","16:23:00","16:23:00","132","7","0","0"
"GO102_22_V4_1657","16:25:00","16:25:00","127","8","0","0"
"GO102_22_V4_1657","16:28:00","16:28:00","152","9","0","0"
"GO102_22_V4_1657","16:39:00","16:40:00","102","10","0","0"
"GO102_22_V4_1657","16:44:00","16:44:00","107","11","0","0"
"GO102_22_V4_1657","16:59:00","16:59:00","349","12","0","0"
"GO102_22_V4_1658","16:03:00","16:03:00","349","1","0","0"
"GO102_22_V4_1658","16:15:00","16:15:00","214","2","0","0"
"GO102_22_V4_1658","16:23:00","16:24:00","102","3","0","0"
"GO102_22_V4_1658","16:36:00","16:36:00","152","4","0","0"
"GO102_22_V4_1658","16:38:00","16:38:00","127","5","0","0"
"GO102_22_V4_1658","16:41:00","16:41:00","132","6","0","0"
"GO102_22_V4_1658","16:44:00","16:44:00","39","7","0","0"
"GO102_22_V4_1658","16:47:00","16:47:00","213","8","0","0"
"GO102_22_V4_1658","16:53:00","16:53:00","92","9","0","0"
"GO102_22_V4_1658","17:00:00","17:00:00","205","10","0","0"
"GO102_22_V4_1658","17:05:00","17:05:00","40","11","0","0"
"GO102_22_V4_1658","17:13:00","17:13:00","91","12","0","0"
"GO102_22_V4_1660","17:06:00","17:06:00","349","1","0","0"
"GO102_22_V4_1660","17:18:00","17:18:00","214","2","0","0"
"GO102_22_V4_1660","17:26:00","17:27:00","102","3","0","0"
"GO102_22_V4_1660","17:38:00","17:38:00","152","4","0","0"
"GO102_22_V4_1660","17:40:00","17:40:00","127","5","0","0"
"GO102_22_V4_1660","17:43:00","17:43:00","132","6","0","0"
"GO102_22_V4_1660","17:46:00","17:46:00","39","7","0","0"
"GO102_22_V4_1660","17:49:00","17:49:00","213","8","0","0"
"GO102_22_V4_1660","17:54:00","17:54:00","92","9","0","0"
"GO102_22_V4_1660","18:01:00","18:01:00","205","10","0","0"
"GO102_22_V4_1660","18:06:00","18:06:00","40","11","0","0"
"GO102_22_V4_1660","18:14:00","18:14:00","91","12","0","0"
"GO102_22_V4_1661","16:52:00","16:52:00","91","1","0","0"
"GO102_22_V4_1661","16:57:00","16:57:00","40","2","0","0"
"GO102_22_V4_1661","17:03:00","17:03:00","205","3","0","0"
"GO102_22_V4_1661","17:10:00","17:10:00","92","4","0","0"
"GO102_22_V4_1661","17:15:00","17:15:00","213","5","0","0"
"GO102_22_V4_1661","17:18:00","17:18:00","39","6","0","0"
"GO102_22_V4_1661","17:21:00","17:21:00","132","7","0","0"
"GO102_22_V4_1661","17:23:00","17:23:00","127","8","0","0"
"GO102_22_V4_1661","17:26:00","17:26:00","152","9","0","0"
"GO102_22_V4_1661","17:28:00","17:28:00","359","10","0","0"
"GO102_22_V4_1661","17:37:00","17:38:00","102","11","0","0"
"GO102_22_V4_1661","17:42:00","17:42:00","107","12","0","0"
"GO102_22_V4_1661","17:57:00","17:57:00","349","13","0","0"
"GO102_22_V4_1662","17:33:00","17:33:00","349","1","0","0"
"GO102_22_V4_1662","17:53:00","17:54:00","102","2","0","0"
"GO102_22_V4_1662","18:05:00","18:05:00","152","3","0","0"
"GO102_22_V4_1662","18:09:00","18:09:00","132","4","0","0"
"GO102_22_V4_1662","18:12:00","18:12:00","39","5","0","0"
"GO102_22_V4_1662","18:15:00","18:15:00","213","6","0","0"
"GO102_22_V4_1662","18:20:00","18:20:00","92","7","0","0"
"GO102_22_V4_1662","18:27:00","18:27:00","205","8","0","0"
"GO102_22_V4_1662","18:32:00","18:32:00","40","9","0","0"
"GO102_22_V4_1662","18:40:00","18:40:00","91","10","0","0"
"GO102_22_V4_1663","17:50:00","17:50:00","91","1","0","0"
"GO102_22_V4_1663","17:55:00","17:55:00","40","2","0","0"
"GO102_22_V4_1663","18:01:00","18:01:00","205","3","0","0"
"GO102_22_V4_1663","18:08:00","18:08:00","92","4","0","0"
"GO102_22_V4_1663","18:13:00","18:13:00","213","5","0","0"
"GO102_22_V4_1663","18:16:00","18:16:00","39","6","0","0"
"GO102_22_V4_1663","18:19:00","18:19:00","132","7","0","0"
"GO102_22_V4_1663","18:21:00","18:21:00","127","8","0","0"
"GO102_22_V4_1663","18:24:00","18:24:00","152","9","0","0"
"GO102_22_V4_1663","18:27:00","18:27:00","359","10","0","0"
"GO102_22_V4_1663","18:37:00","18:38:00","102","11","0","0"
"GO102_22_V4_1663","18:42:00","18:42:00","107","12","0","0"
"GO102_22_V4_1663","18:58:00","18:58:00","349","13","0","0"
"GO102_22_V4_1664","18:00:00","18:00:00","349","1","0","0"
"GO102_22_V4_1664","18:20:00","18:21:00","102","2","0","0"
"GO102_22_V4_1664","18:32:00","18:32:00","152","3","0","0"
"GO102_22_V4_1664","18:34:00","18:34:00","127","4","0","0"
"GO102_22_V4_1664","18:37:00","18:37:00","132","5","0","0"
"GO102_22_V4_1664","18:40:00","18:40:00","39","6","0","0"
"GO102_22_V4_1664","18:43:00","18:43:00","213","7","0","0"
"GO102_22_V4_1664","18:48:00","18:48:00","92","8","0","0"
"GO102_22_V4_1664","18:55:00","18:55:00","205","9","0","0"
"GO102_22_V4_1664","19:00:00","19:00:00","40","10","0","0"
"GO102_22_V4_1664","19:08:00","19:08:00","91","11","0","0"
"GO102_22_V4_1665","18:47:00","18:47:00","91","1","0","0"
"GO102_22_V4_1665","18:52:00","18:52:00","40","2","0","0"
"GO102_22_V4_1665","18:58:00","18:58:00","205","3","0","0"
"GO102_22_V4_1665","19:05:00","19:05:00","92","4","0","0"
"GO102_22_V4_1665","19:10:00","19:10:00","213","5","0","0"
"GO102_22_V4_1665","19:13:00","19:13:00","39","6","0","0"
"GO102_22_V4_1665","19:16:00","19:16:00","132","7","0","0"
"GO102_22_V4_1665","19:18:00","19:18:00","127","8","0","0"
"GO102_22_V4_1665","19:21:00","19:21:00","152","9","0","0"
"GO102_22_V4_1665","19:32:00","19:33:00","102","10","0","0"
"GO102_22_V4_1665","19:52:00","19:52:00","349","11","0","0"
"GO102_22_V4_1666","18:26:00","18:26:00","349","1","0","0"
"GO102_22_V4_1666","18:46:00","18:47:00","102","2","0","0"
"GO102_22_V4_1666","18:58:00","18:58:00","152","3","0","0"
"GO102_22_V4_1666","19:00:00","19:00:00","127","4","0","0"
"GO102_22_V4_1666","19:03:00","19:03:00","132","5","0","0"
"GO102_22_V4_1666","19:06:00","19:06:00","39","6","0","0"
"GO102_22_V4_1666","19:09:00","19:09:00","213","7","0","0"
"GO102_22_V4_1666","19:14:00","19:14:00","92","8","0","0"
"GO102_22_V4_1666","19:21:00","19:21:00","205","9","0","0"
"GO102_22_V4_1666","19:26:00","19:26:00","40","10","0","0"
"GO102_22_V4_1666","19:34:00","19:34:00","91","11","0","0"
"GO102_22_V4_1667","19:52:00","19:52:00","91","1","0","0"
"GO102_22_V4_1667","19:57:00","19:57:00","40","2","0","0"
"GO102_22_V4_1667","20:03:00","20:03:00","205","3","0","0"
"GO102_22_V4_1667","20:10:00","20:10:00","92","4","0","0"
"GO102_22_V4_1667","20:15:00","20:15:00","213","5","0","0"
"GO102_22_V4_1667","20:18:00","20:18:00","39","6","0","0"
"GO102_22_V4_1667","20:21:00","20:21:00","132","7","0","0"
"GO102_22_V4_1667","20:23:00","20:23:00","127","8","0","0"
"GO102_22_V4_1667","20:26:00","20:26:00","152","9","0","0"
"GO102_22_V4_1667","20:28:00","20:28:00","359","10","0","0"
"GO102_22_V4_1667","20:32:00","20:32:00","86","11","1","1"
"GO102_22_V4_1667","20:37:00","20:38:00","102","12","0","0"
"GO102_22_V4_1667","20:42:00","20:42:00","107","13","0","0"
"GO102_22_V4_1667","20:57:00","20:57:00","349","14","0","0"
"GO102_22_V4_1668","19:04:00","19:04:00","349","1","0","0"
"GO102_22_V4_1668","19:24:00","19:25:00","102","2","0","0"
"GO102_22_V4_1668","19:36:00","19:36:00","152","3","0","0"
"GO102_22_V4_1668","19:39:00","19:39:00","132","4","0","0"
"GO102_22_V4_1668","19:42:00","19:42:00","39","5","0","0"
"GO102_22_V4_1668","19:45:00","19:45:00","213","6","0","0"
"GO102_22_V4_1668","19:50:00","19:50:00","92","7","0","0"
"GO102_22_V4_1668","19:57:00","19:57:00","205","8","0","0"
"GO102_22_V4_1668","20:02:00","20:02:00","40","9","0","0"
"GO102_22_V4_1668","20:10:00","20:10:00","91","10","0","0"
"GO102_22_V4_1670","19:35:00","19:35:00","349","1","0","0"
"GO102_22_V4_1670","19:55:00","19:56:00","102","2","0","0"
"GO102_22_V4_1670","20:07:00","20:07:00","127","3","0","0"
"GO102_22_V4_1670","20:13:00","20:13:00","39","4","0","0"
"GO102_22_V4_1670","20:19:00","20:19:00","92","5","0","0"
"GO102_22_V4_1670","20:26:00","20:26:00","205","6","0","0"
"GO102_22_V4_1670","20:31:00","20:31:00","40","7","0","0"
"GO102_22_V4_1670","20:39:00","20:39:00","91","8","0","0"
"GO102_22_V4_1671","20:54:00","20:54:00","91","1","0","0"
"GO102_22_V4_1671","20:59:00","20:59:00","40","2","0","0"
"GO102_22_V4_1671","21:05:00","21:05:00","205","3","0","0"
"GO102_22_V4_1671","21:12:00","21:12:00","92","4","0","0"
"GO102_22_V4_1671","21:17:00","21:17:00","213","5","0","0"
"GO102_22_V4_1671","21:20:00","21:20:00","39","6","0","0"
"GO102_22_V4_1671","21:23:00","21:23:00","132","7","0","0"
"GO102_22_V4_1671","21:25:00","21:25:00","127","8","0","0"
"GO102_22_V4_1671","21:28:00","21:28:00","152","9","0","0"
"GO102_22_V4_1671","21:34:00","21:34:00","86","10","1","1"
"GO102_22_V4_1671","21:39:00","21:40:00","102","11","0","0"
"GO102_22_V4_1671","21:44:00","21:44:00","107","12","0","0"
"GO102_22_V4_1671","21:59:00","21:59:00","349","13","0","0"
"GO102_22_V4_1672","20:41:00","20:41:00","349","1","0","0"
"GO102_22_V4_1672","20:58:00","20:58:00","107","2","0","0"
"GO102_22_V4_1672","21:02:00","21:03:00","102","3","0","0"
"GO102_22_V4_1672","21:14:00","21:14:00","152","4","0","0"
"GO102_22_V4_1672","21:16:00","21:16:00","127","5","0","0"
"GO102_22_V4_1672","21:19:00","21:19:00","132","6","0","0"
"GO102_22_V4_1672","21:22:00","21:22:00","39","7","0","0"
"GO102_22_V4_1672","21:25:00","21:25:00","213","8","0","0"
"GO102_22_V4_1672","21:30:00","21:30:00","92","9","0","0"
"GO102_22_V4_1672","21:37:00","21:37:00","205","10","0","0"
"GO102_22_V4_1672","21:42:00","21:42:00","40","11","0","0"
"GO102_22_V4_1672","21:50:00","21:50:00","91","12","0","0"
"GO102_22_V4_1673","21:54:00","21:54:00","91","1","0","0"
"GO102_22_V4_1673","21:59:00","21:59:00","40","2","0","0"
"GO102_22_V4_1673","22:05:00","22:05:00","205","3","0","0"
"GO102_22_V4_1673","22:12:00","22:12:00","92","4","0","0"
"GO102_22_V4_1673","22:17:00","22:17:00","213","5","0","0"
"GO102_22_V4_1673","22:20:00","22:20:00","39","6","0","0"
"GO102_22_V4_1673","22:23:00","22:23:00","132","7","0","0"
"GO102_22_V4_1673","22:25:00","22:25:00","127","8","0","0"
"GO102_22_V4_1673","22:28:00","22:28:00","152","9","0","0"
"GO102_22_V4_1673","22:30:00","22:30:00","359","10","0","0"
"GO102_22_V4_1673","22:34:00","22:34:00","86","11","1","1"
"GO102_22_V4_1673","22:39:00","22:40:00","102","12","0","0"
"GO102_22_V4_1673","22:44:00","22:44:00","107","13","0","0"
"GO102_22_V4_1673","22:59:00","22:59:00","349","14","0","0"
"GO102_22_V4_1674","21:46:00","21:46:00","349","1","0","0"
"GO102_22_V4_1674","22:03:00","22:03:00","107","2","0","0"
"GO102_22_V4_1674","22:07:00","22:08:00","102","3","0","0"
"GO102_22_V4_1674","22:16:00","22:16:00","359","4","0","0"
"GO102_22_V4_1674","22:19:00","22:19:00","152","5","0","0"
"GO102_22_V4_1674","22:21:00","22:21:00","127","6","0","0"
"GO102_22_V4_1674","22:24:00","22:24:00","132","7","0","0"
"GO102_22_V4_1674","22:27:00","22:27:00","39","8","0","0"
"GO102_22_V4_1674","22:30:00","22:30:00","213","9","0","0"
"GO102_22_V4_1674","22:35:00","22:35:00","92","10","0","0"
"GO102_22_V4_1674","22:42:00","22:42:00","205","11","0","0"
"GO102_22_V4_1674","22:47:00","22:47:00","40","12","0","0"
"GO102_22_V4_1674","22:55:00","22:55:00","91","13","0","0"
"GO102_22_V4_1675","22:54:00","22:54:00","91","1","0","0"
"GO102_22_V4_1675","22:59:00","22:59:00","40","2","0","0"
"GO102_22_V4_1675","23:05:00","23:05:00","205","3","0","0"
"GO102_22_V4_1675","23:12:00","23:12:00","92","4","0","0"
"GO102_22_V4_1675","23:17:00","23:17:00","213","5","0","0"
"GO102_22_V4_1675","23:20:00","23:20:00","39","6","0","0"
"GO102_22_V4_1675","23:23:00","23:23:00","132","7","0","0"
"GO102_22_V4_1675","23:25:00","23:25:00","127","8","0","0"
"GO102_22_V4_1675","23:28:00","23:28:00","152","9","0","0"
"GO102_22_V4_1675","23:34:00","23:34:00","86","10","1","1"
"GO102_22_V4_1675","23:39:00","23:40:00","102","11","0","0"
"GO102_22_V4_1675","23:44:00","23:44:00","107","12","0","0"
"GO102_22_V4_1675","23:59:00","23:59:00","349","13","0","0"
"GO102_22_V4_1676","22:46:00","22:46:00","349","1","0","0"
"GO102_22_V4_1676","23:04:00","23:04:00","107","2","0","0"
"GO102_22_V4_1676","23:07:00","23:08:00","102","3","0","0"
"GO102_22_V4_1676","23:16:00","23:16:00","359","4","0","0"
"GO102_22_V4_1676","23:19:00","23:19:00","152","5","0","0"
"GO102_22_V4_1676","23:21:00","23:21:00","127","6","0","0"
"GO102_22_V4_1676","23:24:00","23:24:00","132","7","0","0"
"GO102_22_V4_1676","23:27:00","23:27:00","39","8","0","0"
"GO102_22_V4_1676","23:30:00","23:30:00","213","9","0","0"
"GO102_22_V4_1676","23:35:00","23:35:00","92","10","0","0"
"GO102_22_V4_1676","23:42:00","23:42:00","205","11","0","0"
"GO102_22_V4_1676","23:47:00","23:47:00","40","12","0","0"
"GO102_22_V4_1676","23:55:00","23:55:00","91","13","0","0"
"GO102_22_V4_1677","23:54:00","23:54:00","91","1","0","0"
"GO102_22_V4_1677","23:59:00","23:59:00","40","2","0","0"
"GO102_22_V4_1677","24:05:00","24:05:00","205","3","0","0"
"GO102_22_V4_1677","24:12:00","24:12:00","92","4","0","0"
"GO102_22_V4_1677","24:17:00","24:17:00","213","5","0","0"
"GO102_22_V4_1677","24:20:00","24:20:00","39","6","0","0"
"GO102_22_V4_1677","24:23:00","24:23:00","132","7","0","0"
"GO102_22_V4_1677","24:25:00","24:25:00","127","8","0","0"
"GO102_22_V4_1677","24:28:00","24:28:00","152","9","0","0"
"GO102_22_V4_1677","24:39:00","24:40:00","102","10","0","0"
"GO102_22_V4_1677","25:00:00","25:00:00","349","11","0","0"
"GO102_22_V4_1678","23:46:00","23:46:00","349","1","0","0"
"GO102_22_V4_1678","24:03:00","24:03:00","107","2","0","0"
"GO102_22_V4_1678","24:07:00","24:08:00","102","3","0","0"
"GO102_22_V4_1678","24:12:00","24:12:00","86","4","1","1"
"GO102_22_V4_1678","24:20:00","24:20:00","152","5","0","0"
"GO102_22_V4_1678","24:22:00","24:22:00","127","6","0","0"
"GO102_22_V4_1678","24:25:00","24:25:00","132","7","0","0"
"GO102_22_V4_1678","24:28:00","24:28:00","39","8","0","0"
"GO102_22_V4_1678","24:31:00","24:31:00","213","9","0","0"
"GO102_22_V4_1678","24:37:00","24:37:00","92","10","0","0"
"GO102_22_V4_1678","24:43:00","24:43:00","205","11","0","0"
"GO102_22_V4_1678","24:48:00","24:48:00","40","12","0","0"
"GO102_22_V4_1678","24:56:00","24:56:00","91","13","0","0"
"GO102_22_V4_1705","05:22:00","05:22:00","216","1","0","0"
"GO102_22_V4_1705","05:24:00","05:24:00","85","2","0","0"
"GO102_22_V4_1705","05:26:00","05:26:00","124","3","0","0"
"GO102_22_V4_1705","05:28:00","05:28:00","142","4","0","0"
"GO102_22_V4_1705","05:31:00","05:31:00","219","5","0","0"
"GO102_22_V4_1705","05:42:00","05:42:00","184","6","0","0"
"GO102_22_V4_1705","05:48:00","05:48:00","102","7","0","0"
"GO102_22_V4_1706","06:39:00","06:39:00","102","1","0","0"
"GO102_22_V4_1706","06:46:00","06:46:00","184","2","0","0"
"GO102_22_V4_1706","06:56:00","06:56:00","219","3","0","0"
"GO102_22_V4_1706","06:58:00","06:58:00","142","4","0","0"
"GO102_22_V4_1706","07:00:00","07:00:00","124","5","0","0"
"GO102_22_V4_1706","07:02:00","07:02:00","85","6","0","0"
"GO102_22_V4_1706","07:07:00","07:07:00","216","7","0","0"
"GO102_22_V4_1707","06:26:00","06:26:00","216","1","0","0"
"GO102_22_V4_1707","06:28:00","06:28:00","85","2","0","0"
"GO102_22_V4_1707","06:30:00","06:30:00","124","3","0","0"
"GO102_22_V4_1707","06:32:00","06:32:00","142","4","0","0"
"GO102_22_V4_1707","06:35:00","06:35:00","219","5","0","0"
"GO102_22_V4_1707","06:46:00","06:46:00","184","6","0","0"
"GO102_22_V4_1707","06:52:00","06:53:00","102","7","0","0"
"GO102_22_V4_1707","07:01:00","07:01:00","50","8","0","0"
"GO102_22_V4_1707","07:06:00","07:06:00","148","9","0","0"
"GO102_22_V4_1707","07:13:00","07:13:00","241","10","0","0"
"GO102_22_V4_1709","07:24:00","07:24:00","216","1","0","0"
"GO102_22_V4_1709","07:26:00","07:26:00","85","2","0","0"
"GO102_22_V4_1709","07:28:00","07:28:00","124","3","0","0"
"GO102_22_V4_1709","07:30:00","07:30:00","142","4","0","0"
"GO102_22_V4_1709","07:33:00","07:33:00","219","5","0","0"
"GO102_22_V4_1709","07:44:00","07:44:00","184","6","0","0"
"GO102_22_V4_1709","07:50:00","07:51:00","102","7","0","0"
"GO102_22_V4_1709","08:09:00","08:09:00","349","8","0","0"
"GO102_22_V4_1710","07:36:00","07:36:00","241","1","0","0"
"GO102_22_V4_1710","07:43:00","07:43:00","148","2","0","0"
"GO102_22_V4_1710","07:48:00","07:48:00","50","3","0","0"
"GO102_22_V4_1710","07:57:00","07:58:00","102","4","0","0"
"GO102_22_V4_1710","08:04:00","08:04:00","184","5","0","0"
"GO102_22_V4_1710","08:14:00","08:14:00","219","6","0","0"
"GO102_22_V4_1710","08:16:00","08:16:00","142","7","0","0"
"GO102_22_V4_1710","08:18:00","08:18:00","124","8","0","0"
"GO102_22_V4_1710","08:20:00","08:20:00","85","9","0","0"
"GO102_22_V4_1710","08:25:00","08:25:00","216","10","0","0"
"GO102_22_V4_1711","07:53:00","07:53:00","216","1","0","0"
"GO102_22_V4_1711","07:55:00","07:55:00","85","2","0","0"
"GO102_22_V4_1711","07:57:00","07:57:00","124","3","0","0"
"GO102_22_V4_1711","07:59:00","07:59:00","142","4","0","0"
"GO102_22_V4_1711","08:02:00","08:02:00","219","5","0","0"
"GO102_22_V4_1711","08:13:00","08:13:00","184","6","0","0"
"GO102_22_V4_1711","08:19:00","08:20:00","102","7","0","0"
"GO102_22_V4_1711","08:24:00","08:24:00","107","8","0","0"
"GO102_22_V4_1711","08:39:00","08:39:00","237","9","0","0"
"GO102_22_V4_1712","08:37:00","08:37:00","241","1","0","0"
"GO102_22_V4_1712","08:44:00","08:44:00","148","2","0","0"
"GO102_22_V4_1712","08:49:00","08:49:00","50","3","0","0"
"GO102_22_V4_1712","08:58:00","09:00:00","102","4","0","0"
"GO102_22_V4_1712","09:06:00","09:06:00","184","5","0","0"
"GO102_22_V4_1712","09:16:00","09:16:00","219","6","0","0"
"GO102_22_V4_1712","09:18:00","09:18:00","142","7","0","0"
"GO102_22_V4_1712","09:20:00","09:20:00","124","8","0","0"
"GO102_22_V4_1712","09:22:00","09:22:00","85","9","0","0"
"GO102_22_V4_1712","09:27:00","09:27:00","216","10","0","0"
"GO102_22_V4_1714","09:41:00","09:41:00","241","1","0","0"
"GO102_22_V4_1714","09:48:00","09:48:00","148","2","0","0"
"GO102_22_V4_1714","09:53:00","09:53:00","50","3","0","0"
"GO102_22_V4_1714","10:02:00","10:03:00","102","4","0","0"
"GO102_22_V4_1714","10:09:00","10:09:00","184","5","0","0"
"GO102_22_V4_1714","10:19:00","10:19:00","219","6","0","0"
"GO102_22_V4_1714","10:21:00","10:21:00","142","7","0","0"
"GO102_22_V4_1714","10:23:00","10:23:00","124","8","0","0"
"GO102_22_V4_1714","10:25:00","10:25:00","85","9","0","0"
"GO102_22_V4_1714","10:30:00","10:30:00","216","10","0","0"
"GO102_22_V4_1715","08:48:00","08:48:00","216","1","0","0"
"GO102_22_V4_1715","08:50:00","08:50:00","85","2","0","0"
"GO102_22_V4_1715","08:52:00","08:52:00","124","3","0","0"
"GO102_22_V4_1715","08:54:00","08:54:00","142","4","0","0"
"GO102_22_V4_1715","08:57:00","08:57:00","219","5","0","0"
"GO102_22_V4_1715","09:08:00","09:08:00","184","6","0","0"
"GO102_22_V4_1715","09:14:00","09:15:00","102","7","0","0"
"GO102_22_V4_1715","09:34:00","09:34:00","237","8","0","0"
"GO102_22_V4_1716","10:41:00","10:41:00","241","1","0","0"
"GO102_22_V4_1716","10:48:00","10:48:00","148","2","0","0"
"GO102_22_V4_1716","10:53:00","10:53:00","50","3","0","0"
"GO102_22_V4_1716","11:02:00","11:03:00","102","4","0","0"
"GO102_22_V4_1716","11:09:00","11:09:00","184","5","0","0"
"GO102_22_V4_1716","11:19:00","11:19:00","219","6","0","0"
"GO102_22_V4_1716","11:21:00","11:21:00","142","7","0","0"
"GO102_22_V4_1716","11:23:00","11:23:00","124","8","0","0"
"GO102_22_V4_1716","11:25:00","11:25:00","85","9","0","0"
"GO102_22_V4_1716","11:30:00","11:30:00","216","10","0","0"
"GO102_22_V4_1717","09:57:00","09:57:00","216","1","0","0"
"GO102_22_V4_1717","09:59:00","09:59:00","85","2","0","0"
"GO102_22_V4_1717","10:01:00","10:01:00","124","3","0","0"
"GO102_22_V4_1717","10:03:00","10:03:00","142","4","0","0"
"GO102_22_V4_1717","10:06:00","10:06:00","219","5","0","0"
"GO102_22_V4_1717","10:17:00","10:17:00","184","6","0","0"
"GO102_22_V4_1717","10:23:00","10:24:00","102","7","0","0"
"GO102_22_V4_1717","10:32:00","10:32:00","50","8","0","0"
"GO102_22_V4_1717","10:37:00","10:37:00","148","9","0","0"
"GO102_22_V4_1717","10:44:00","10:44:00","241","10","0","0"
"GO102_22_V4_1718","11:41:00","11:41:00","241","1","0","0"
"GO102_22_V4_1718","11:48:00","11:48:00","148","2","0","0"
"GO102_22_V4_1718","11:53:00","11:53:00","50","3","0","0"
"GO102_22_V4_1718","12:02:00","12:03:00","102","4","0","0"
"GO102_22_V4_1718","12:09:00","12:09:00","184","5","0","0"
