service_id,date,exception_type
246019924602174,20230914,1
246019924602173,20230927,1
246000724600075,20230303,1
246001024600285,20230317,1
246003124600913,20230419,1
246003124600911,20230424,1
246003124600914,20230427,1
246003124600911,20230522,1
246003124600913,20230524,1
246010124601263,20230621,1
246012924601331,20230703,1
246013624601894,20230727,1
246013624601894,20230803,1
246013624601891,20230807,1
246013624601893,20230830,1
246019824602187,20230924,1
246000924600296,20230318,1
246003024600926,20230506,1
246010024601277,20230604,1
246010024601277,20230611,1
246013524601906,20230729,1
246000924600237,20230305,1
246000924600167,20230312,1
246003624602186,20230401,1
246003624602186,20230624,1
246003624602186,20230722,1
246003624602186,20230902,1
246003724600927,20230409,1
246000924600292,20230314,1
246003024602182,20230328,1
246003024602184,20230330,1
246003024602186,20230408,1
246003024602187,20230416,1
246003024602181,20230417,1
246003024602184,20230615,1
246003024602186,20230617,1
246003024602183,20230628,1
246003024602183,20230712,1
246003024602186,20230715,1
246003024602185,20230721,1
246003024602181,20230724,1
246003024602184,20230803,1
246003024602183,20230809,1
246003024602185,20230811,1
246003024602186,20230812,1
246003024602181,20230814,1
246003024602181,20230828,1
246003024602183,20230906,1
246003024602184,20230914,1
246003024602182,20230919,1
246003024602185,20230929,1
246003124600352,20230328,1
246003824600912,20230411,1
246003824600914,20230413,1
246003824600914,20230420,1
246003824600913,20230503,1
246003824600913,20230517,1
246013624601752,20230711,1
246013624601754,20230713,1
246013624601752,20230725,1
246013624601751,20230807,1
246001024600241,20230306,1
246003124600871,20230403,1
246003124600871,20230508,1
246003124600871,20230515,1
246010124601221,20230619,1
246012924601313,20230705,1
246013624601851,20230724,1
246013624601851,20230731,1
246013624601851,20230821,1
246019224601931,20230904,1
246003724602127,20230402,1
246003724602127,20230528,1
246003724602127,20230903,1
246003024602127,20230326,1
246003024602127,20230402,1
246003024602127,20230514,1
246003024602127,20230813,1
246003024602127,20230903,1
246001024600273,20230315,1
246003024600867,20230409,1
246003024600867,20230507,1
246003024600867,20230514,1
246013524601847,20230709,1
246013524601847,20230730,1
246013524601847,20230813,1
246004024600425,20230407,1
246000924600215,20230317,1
246002424600293,20230322,1
246003124600843,20230412,1
246003124600843,20230419,1
246013624601821,20230710,1
246013624601822,20230725,1
246013624601821,20230731,1
246013624601825,20230804,1
246013624601824,20230824,1
246018524601882,20230829,1
246018524601883,20230830,1
246018924601895,20230901,1
246001524600156,20230311,1
246019124601921,20230904,1
246010824601125,20230616,1
246014324601461,20230717,1
246016424601681,20230807,1
246021324602175,20230929,1
246003624600926,20230415,1
246003624600926,20230506,1
246014124601906,20230715,1
246014124601906,20230722,1
246014124601906,20230902,1
246018124601814,20230824,1
246007324600775,20230512,1
246008824600913,20230524,1
246011624601195,20230623,1
246015124601523,20230726,1
246015724601611,20230731,1
246015724601614,20230803,1
246003624601276,20230506,1
246003624601276,20230701,1
246014124602186,20230729,1
246014124602186,20230805,1
246001124600213,20230308,1
246002424600281,20230320,1
246003124600423,20230329,1
246004524600911,20230424,1
246004524600914,20230504,1
246004524600915,20230512,1
246000924600285,20230310,1
246000924600283,20230315,1
246000924600287,20230319,1
246000924600274,20230323,1
246020724602103,20230920,1
246001124600282,20230307,1
246001124600282,20230314,1
246001124600285,20230324,1
246001024600302,20230307,1
246001024600304,20230323,1
246001024600306,20230325,1
246003124602192,20230328,1
246003124602191,20230403,1
246003124602193,20230412,1
246003124602195,20230414,1
246003124602195,20230505,1
246003124602196,20230506,1
246003124602191,20230522,1
246003124602197,20230528,1
246003124602195,20230602,1
246003124602197,20230604,1
246003124602195,20230609,1
246003124602196,20230617,1
246003124602192,20230725,1
246003124602193,20230726,1
246003124602192,20230808,1
246003124602194,20230810,1
246003124602196,20230812,1
246003124602191,20230814,1
246003124602195,20230818,1
246003124602193,20230823,1
246003124602194,20230824,1
246003124602194,20230907,1
246003124602192,20230912,1
246003124602171,20230327,1
246003124602171,20230417,1
246003124602173,20230419,1
246003124602174,20230427,1
246003124602171,20230501,1
246003124602173,20230503,1
246003124602171,20230508,1
246003124602174,20230518,1
246003124602175,20230519,1
246003124602172,20230530,1
246003124602173,20230531,1
246003124602172,20230620,1
246003124602173,20230621,1
246003124602171,20230717,1
246003124602172,20230718,1
246003124602172,20230725,1
246003124602173,20230816,1
246003124602174,20230831,1
246003124602172,20230905,1
246007424600785,20230512,1
246010324601044,20230608,1
246013024601345,20230707,1
246003524602175,20230505,1
246003524602175,20230630,1
246003524602175,20230929,1
246001024600144,20230309,1
246019924602175,20230915,1
246019924602171,20230918,1
246001024600285,20230310,1
246001024600284,20230316,1
246003124600912,20230404,1
246003124600915,20230407,1
246003124600914,20230413,1
246003124600912,20230418,1
246003124600911,20230501,1
246003124600914,20230511,1
246003124600914,20230525,1
246010124601264,20230608,1
246010124601265,20230609,1
246010124601262,20230627,1
246010124601264,20230629,1
246013624601892,20230711,1
246013624601893,20230712,1
246013624601891,20230717,1
246013624601892,20230718,1
246013624601895,20230721,1
246013624601892,20230808,1
246013624601895,20230811,1
246013624601892,20230822,1
246013624601893,20230823,1
246013624601894,20230824,1
246000924600297,20230319,1
246000924600296,20230325,1
246003024600927,20230409,1
246009324600996,20230603,1
246010024601277,20230618,1
