"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"12","A3354DB4","GO303_24_8852","Jamaica","8852","0","76789C63","0"
"12","A3354DB4","GO303_24_8853","Atlantic Terminal","8853","1","76789C63W","0"
"12","A3354DB4","GO303_24_8854","Jamaica","8854","0","76789C63","0"
"12","A3354DB4","GO303_24_8855","Atlantic Terminal","8855","1","76789C63W","0"
"12","A3354DB4","GO303_24_8856","Jamaica","8856","0","76789C63","0"
"12","A3354DB4","GO303_24_8859","Atlantic Terminal","8859","1","76789C63W","0"
"12","A3354DB4","GO303_24_8860","Jamaica","8860","0","76789C63","0"
"12","A3354DB4","GO303_24_8861","Atlantic Terminal","8861","1","76789C63W","0"
"12","A3354DB4","GO303_24_8862","Jamaica","8862","0","76789C63","0"
"12","A3354DB4","GO303_24_8863","Atlantic Terminal","8863","1","76789C63W","0"
"12","A3354DB4","GO303_24_8864","Jamaica","8864","0","76789C63","0"
"12","A3354DB4","GO303_24_8867","Atlantic Terminal","8867","1","76789C63W","0"
"12","A3354DB4","GO303_24_8868","Jamaica","8868","0","76789C63","0"
"12","A3354DB4","GO303_24_8869","Atlantic Terminal","8869","1","76789C63W","0"
"12","A3354DB4","GO303_24_8870","Jamaica","8870","0","76789C63","0"
"12","A3354DB4","GO303_24_8871","Atlantic Terminal","8871","1","76789C63W","0"
"12","A3354DB4","GO303_24_8902","Jamaica","8902","0","76789C63","0"
"12","A3354DB4","GO303_24_8903","Atlantic Terminal","8903","1","76789C63W","0"
"12","A3354DB4","GO303_24_8904","Jamaica","8904","0","76789C63","0"
"12","A3354DB4","GO303_24_8905","Atlantic Terminal","8905","1","76789C63W","0"
"12","A3354DB4","GO303_24_8906","Jamaica","8906","0","76789C63","0"
"12","A3354DB4","GO303_24_8907","Atlantic Terminal","8907","1","76789C63W","0"
"12","A3354DB4","GO303_24_8908","Jamaica","8908","0","76789C63","0"
"12","A3354DB4","GO303_24_8909","Atlantic Terminal","8909","1","76789C63W","0"
"12","A3354DB4","GO303_24_8910","Jamaica","8910","0","76789C63","0"
"12","A3354DB4","GO303_24_8911","Atlantic Terminal","8911","1","76789C63W","0"
"12","A3354DB4","GO303_24_8912","Jamaica","8912","0","76789C63","0"
"12","A3354DB4","GO303_24_8913","Atlantic Terminal","8913","1","76789C63W","0"
"12","A3354DB4","GO303_24_8914","Jamaica","8914","0","76789C63","0"
"12","A3354DB4","GO303_24_8915","Atlantic Terminal","8915","1","76789C63W","0"
"12","A3354DB4","GO303_24_8916","Jamaica","8916","0","76789C63","0"
"12","A3354DB4","GO303_24_8917","Atlantic Terminal","8917","1","76789C63W","0"
"12","A3354DB4","GO303_24_8918","Jamaica","8918","0","76789C63","0"
"12","A3354DB4","GO303_24_8919","Atlantic Terminal","8919","1","76789C63W","0"
"12","A3354DB4","GO303_24_8920","Jamaica","8920","0","76789C63","0"
"12","A3354DB4","GO303_24_8921","Atlantic Terminal","8921","1","76789C63W","0"
