shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
6F8FDD4AW,40.8299275702,-73.6876123154,1
6F8FDD4AW,40.8294936848,-73.6874899912,2
6F8FDD4AW,40.8289569116,-73.6873386623,3
6F8FDD4AW,40.8284195484,-73.6871911808,4
6F8FDD4AW,40.8278776139,-73.6870796524,5
6F8FDD4AW,40.8273352389,-73.6869785031,6
6F8FDD4AW,40.8267977805,-73.6868318253,7
6F8FDD4AW,40.8262612884,-73.6866794638,8
6F8FDD4AW,40.8257244503,-73.6865289248,9
6F8FDD4AW,40.825187284,-73.6863800849,10
6F8FDD4AW,40.8246481046,-73.6862457711,11
6F8FDD4AW,40.824102149,-73.6861828442,12
6F8FDD4AW,40.8235548152,-73.6862197229,13
6F8FDD4AW,40.823014992,-73.6863464019,14
6F8FDD4AW,40.8224829114,-73.6865236737,15
6F8FDD4AW,40.8219511086,-73.6867023456,16
6F8FDD4AW,40.8214118954,-73.6868345885,17
6F8FDD4AW,40.8208657137,-73.6868992651,18
6F8FDD4AW,40.8203169949,-73.6869100283,19
6F8FDD4AW,40.8197680613,-73.6869067302,20
6F8FDD4AW,40.8192191232,-73.6869035079,21
6F8FDD4AW,40.8186701893,-73.6869004831,22
6F8FDD4AW,40.8181217876,-73.6869185206,23
6F8FDD4AW,40.8175811007,-73.687028028,24
6F8FDD4AW,40.8170688493,-73.6872793964,25
6F8FDD4AW,40.8166081523,-73.6876667347,26
6F8FDD4AW,40.8162182246,-73.6881712337,27
6F8FDD4AW,40.8159097886,-73.6887661892,28
6F8FDD4AW,40.8156554177,-73.689406119,29
6F8FDD4AW,40.8154126036,-73.6900541202,30
6F8FDD4AW,40.8151700398,-73.6907022944,31
6F8FDD4AW,40.8149274378,-73.691350441,32
6F8FDD4AW,40.8146822998,-73.6919969151,33
6F8FDD4AW,40.8144167236,-73.6926286095,34
6F8FDD4AW,40.8140964431,-73.6932138438,35
6F8FDD4AW,40.8137182401,-73.6937358133,36
6F8FDD4AW,40.8132899908,-73.6941855911,37
6F8FDD4AW,40.8128166674,-73.6945486474,38
6F8FDD4AW,40.8123093936,-73.6948219321,39
6F8FDD4AW,40.8117796128,-73.6950066025,40
6F8FDD4AW,40.8112373826,-73.6951174941,41
6F8FDD4AW,40.8106934033,-73.6952144348,42
6F8FDD4AW,40.8101491962,-73.6953091272,43
6F8FDD4AW,40.8096048186,-73.6954021,44
6F8FDD4AW,40.8090607384,-73.6954980609,45
6F8FDD4AW,40.8085166528,-73.6955939711,46
6F8FDD4AW,40.8079723665,-73.6956878741,47
6F8FDD4AW,40.8074279108,-73.695780077,48
6F8FDD4AW,40.8068823697,-73.6958584971,49
6F8FDD4AW,40.8063341959,-73.6958821638,50
6F8FDD4AW,40.805787075,-73.6958332143,51
6F8FDD4AW,40.8052460862,-73.695713733,52
6F8FDD4AW,40.8047091441,-73.6955635534,53
6F8FDD4AW,40.8041730173,-73.695408362,54
6F8FDD4AW,40.8036373197,-73.6952506171,55
6F8FDD4AW,40.8031012986,-73.6950947886,56
6F8FDD4AW,40.8025645739,-73.6949432934,57
6F8FDD4AW,40.8020236288,-73.6948251272,58
6F8FDD4AW,40.8014759913,-73.694793178,59
6F8FDD4AW,40.8009303489,-73.6948552131,60
6F8FDD4AW,40.8003974141,-73.6950231341,61
6F8FDD4AW,40.7998876553,-73.6952878837,62
6F8FDD4AW,40.7994106221,-73.6956425726,63
6F8FDD4AW,40.7989785062,-73.6960859125,64
6F8FDD4AW,40.7985955754,-73.696602085,65
6F8FDD4AW,40.7982532474,-73.6971663802,66
6F8FDD4AW,40.7979257011,-73.6977460387,67
6F8FDD4AW,40.7975994373,-73.6983269587,68
6F8FDD4AW,40.7972731254,-73.6989078293,69
6F8FDD4AW,40.7969460075,-73.6994879105,70
6F8FDD4AW,40.7966186427,-73.7000677474,71
6F8FDD4AW,40.7962921202,-73.7006484042,72
6F8FDD4AW,40.7959653185,-73.7012287861,73
6F8FDD4AW,40.7956380673,-73.7018087264,74
6F8FDD4AW,40.7953128921,-73.7023906715,75
6F8FDD4AW,40.7949975296,-73.7029817583,76
6F8FDD4AW,40.7946998575,-73.7035885531,77
6F8FDD4AW,40.7944178338,-73.704208165,78
6F8FDD4AW,40.794152874,-73.7048406347,79
6F8FDD4AW,40.7939048914,-73.7054849433,80
6F8FDD4AW,40.7936738466,-73.7061400408,81
6F8FDD4AW,40.7934598506,-73.7068051349,82
6F8FDD4AW,40.7932577006,-73.7074766478,83
6F8FDD4AW,40.7930597429,-73.7081503472,84
6F8FDD4AW,40.7928615572,-73.708823929,85
6F8FDD4AW,40.7926633758,-73.7094975109,86
6F8FDD4AW,40.7924652333,-73.7101711107,87
6F8FDD4AW,40.792267094,-73.7108447101,88
6F8FDD4AW,40.7920730728,-73.7115203481,89
6F8FDD4AW,40.7918911506,-73.7122017763,90
6F8FDD4AW,40.791716191,-73.7128863889,91
6F8FDD4AW,40.7915413619,-73.7135710584,92
6F8FDD4AW,40.7913655528,-73.7142552949,93
6F8FDD4AW,40.7911900683,-73.7149396738,94
6F8FDD4AW,40.7910093761,-73.7156216658,95
6F8FDD4AW,40.7908097019,-73.716294144,96
6F8FDD4AW,40.7905785057,-73.7169489445,97
6F8FDD4AW,40.7903120673,-73.7175800545,98
6F8FDD4AW,40.7900288118,-73.7181987077,99
6F8FDD4AW,40.789744065,-73.7188162022,100
6F8FDD4AW,40.789461532,-73.7194354537,101
6F8FDD4AW,40.7891846339,-73.7200590515,102
6F8FDD4AW,40.7889171894,-73.7206897566,103
6F8FDD4AW,40.7886593618,-73.7213273507,104
6F8FDD4AW,40.7884131513,-73.7219728051,105
6F8FDD4AW,40.7881836458,-73.7226288156,106
6F8FDD4AW,40.787972199,-73.7232951963,107
6F8FDD4AW,40.7877779433,-73.7239706293,108
6F8FDD4AW,40.7876008877,-73.7246541964,109
6F8FDD4AW,40.7874314413,-73.7253411644,110
6F8FDD4AW,40.7872612271,-73.7260277692,111
6F8FDD4AW,40.7870743654,-73.7267066431,112
6F8FDD4AW,40.786861778,-73.7273723504,113
6F8FDD4AW,40.7866278899,-73.7280253941,114
6F8FDD4AW,40.7863542167,-73.7286507205,115
6F8FDD4AW,40.7860375231,-73.7292398012,116
6F8FDD4AW,40.7856745386,-73.7297804868,117
6F8FDD4AW,40.7852707065,-73.7302685146,118
6F8FDD4AW,40.7848296849,-73.7306972152,119
6F8FDD4AW,40.7843618577,-73.7310744342,120
