shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
C5955902,40.7672242268,-73.5286899753,687
C5955902,40.7673881944,-73.5280009287,688
C5955902,40.7675368111,-73.5273060904,689
C5955902,40.7676705974,-73.5266058468,690
C5955902,40.7678069912,-73.5259064861,691
C5955902,40.7679360941,-73.5252047393,692
C5955902,40.7680661455,-73.5245032994,693
C5955902,40.7681589314,-73.5237929507,694
C5955902,40.7681612211,-73.5230731014,695
C5955902,40.7680655289,-73.5223641069,696
C5955902,40.7678744804,-73.5216898181,697
C5955902,40.7675949418,-73.5210703051,698
C5955902,40.7672552918,-73.520503942,699
C5955902,40.7668975545,-73.5199563314,700
C5955902,40.7665409813,-73.5194073958,701
C5955902,40.7661830285,-73.5188600016,702
C5955902,40.7658255624,-73.5183120576,703
C5955902,40.7654679067,-73.5177643317,704
C5955902,40.7651104168,-73.5172164209,705
C5955902,40.7647526675,-73.5166688054,706
C5955902,40.7643949129,-73.5161211991,707
C5955902,40.7640377738,-73.5155729016,708
C5955902,40.7636802018,-73.5150250944,709
C5955902,40.7633227883,-73.5144771111,710
C5955902,40.7629649235,-73.5139296407,711
C5955902,40.7626071783,-73.513382038,712
C5955902,40.7622498099,-73.5128340126,713
C5955902,40.7618924401,-73.5122859917,714
C5955902,40.761534728,-73.5117383608,715
C5955902,40.7611764013,-73.5111914276,716
C5955902,40.7608182443,-73.5106443057,717
C5955902,40.7604611669,-73.5100959676,718
C5955902,40.7601041518,-73.5095475616,719
C5955902,40.7597467086,-73.5089996416,720
C5955902,40.7593887158,-73.5084523451,721
C5955902,40.7590308162,-73.5079049468,722
C5955902,40.7586728422,-73.5073576359,723
C5955902,40.7583156554,-73.5068094381,724
C5955902,40.7579574462,-73.5062624022,725
C5955902,40.7575995911,-73.5057149669,726
C5955902,40.7572418758,-73.5051673744,727
C5955902,40.7568841312,-73.5046198182,728
C5955902,40.7565263094,-73.5040723529,729
C5955902,40.7561693875,-73.5035238745,730
C5955902,40.7558119666,-73.502975961,731
C5955902,40.7554537323,-73.5024289708,732
C5955902,40.7550959788,-73.5018814407,733
C5955902,40.7547386916,-73.5013333859,734
C5955902,40.7543807714,-73.5007860489,735
C5955902,40.7540240193,-73.5002373991,736
C5955902,40.7536654846,-73.4996907662,737
C5955902,40.7533070992,-73.4991439659,738
C5955902,40.7529498323,-73.4985959022,739
C5955902,40.7525922729,-73.4980481714,740
C5955902,40.7522351228,-73.497499982,741
C5955902,40.75187819,-73.4969515506,742
C5955902,40.7515209563,-73.4964034611,743
C5955902,40.7511635731,-73.495855543,744
