shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
3AF9F7BCW,40.7017676235,-73.6417131281,1
3AF9F7BCW,40.7013509614,-73.6419866513,2
3AF9F7BCW,40.7008590785,-73.6423068727,3
3AF9F7BCW,40.7003682483,-73.6426298856,4
3AF9F7BCW,40.6998774411,-73.6429528792,5
3AF9F7BCW,40.6993861397,-73.6432744521,6
3AF9F7BCW,40.6988943595,-73.6435949333,7
3AF9F7BCW,40.6984031934,-73.6439170508,8
3AF9F7BCW,40.6979115974,-73.6442380386,9
3AF9F7BCW,40.6974204734,-73.6445602674,10
3AF9F7BCW,40.6969290222,-73.6448815855,11
3AF9F7BCW,40.696437535,-73.6452028284,12
3AF9F7BCW,40.6959466233,-73.6455256044,13
3AF9F7BCW,40.6954556985,-73.6458483304,14
3AF9F7BCW,40.6949636228,-73.6461680256,15
3AF9F7BCW,40.6944721646,-73.6464893602,16
3AF9F7BCW,40.693980799,-73.6468109349,17
3AF9F7BCW,40.6934891979,-73.6471318854,18
3AF9F7BCW,40.6929980235,-73.647453961,19
3AF9F7BCW,40.6925069647,-73.6477763402,20
3AF9F7BCW,40.6920156885,-73.6480981438,21
3AF9F7BCW,40.6915241199,-73.6484191737,22
3AF9F7BCW,40.6910330833,-73.6487416033,23
3AF9F7BCW,40.6905420863,-73.6490641357,24
3AF9F7BCW,40.6900508691,-73.6493860847,25
3AF9F7BCW,40.6895591025,-73.6497065811,26
3AF9F7BCW,40.6890680015,-73.6500288315,27
3AF9F7BCW,40.6885765496,-73.6503501535,28
3AF9F7BCW,40.6880848223,-73.6506707477,29
3AF9F7BCW,40.6875934202,-73.6509921999,30
3AF9F7BCW,40.6871019949,-73.6513135884,31
3AF9F7BCW,40.6866106214,-73.6516351109,32
3AF9F7BCW,40.6861195436,-73.6519574064,33
3AF9F7BCW,40.6856311675,-73.6522863719,34
3AF9F7BCW,40.6851615833,-73.6526586354,35
3AF9F7BCW,40.6847221938,-73.6530891761,36
3AF9F7BCW,40.6843209614,-73.6535802122,37
3AF9F7BCW,40.6839600558,-73.6541228164,38
3AF9F7BCW,40.683625726,-73.6546946701,39
3AF9F7BCW,40.6832947786,-73.655270002,40
3AF9F7BCW,40.6829638311,-73.6558453309,41
3AF9F7BCW,40.682632847,-73.6564206208,42
3AF9F7BCW,40.6823017193,-73.6569957652,43
3AF9F7BCW,40.6819705732,-73.6575708884,44
3AF9F7BCW,40.6816394242,-73.6581460059,45
3AF9F7BCW,40.6813083088,-73.6587211539,46
3AF9F7BCW,40.6809772222,-73.6592963278,47
3AF9F7BCW,40.6806461639,-73.6598715268,48
3AF9F7BCW,40.6803153396,-73.6604469553,49
3AF9F7BCW,40.6799845616,-73.6610224269,50
3AF9F7BCW,40.6796535858,-73.6615976992,51
3AF9F7BCW,40.6793222671,-73.6621726281,52
3AF9F7BCW,40.6789909392,-73.6627475452,53
3AF9F7BCW,40.6786595434,-73.6633223917,54
3AF9F7BCW,40.6783280703,-73.6638971586,55
3AF9F7BCW,40.6779965941,-73.6644719195,56
3AF9F7BCW,40.6776654774,-73.6650470347,57
3AF9F7BCW,40.6773347069,-73.6656224909,58
3AF9F7BCW,40.6770037944,-73.6661978034,59
3AF9F7BCW,40.6766726231,-73.6667728562,60
3AF9F7BCW,40.6763414773,-73.6673479314,61
3AF9F7BCW,40.6760105949,-73.6679232651,62
3AF9F7BCW,40.6756797548,-73.6684986382,63
3AF9F7BCW,40.675348723,-73.669073818,64
3AF9F7BCW,40.6750173366,-73.6696486426,65
3AF9F7BCW,40.6746857431,-73.6702232584,66
3AF9F7BCW,40.6743546524,-73.6707983711,67
3AF9F7BCW,40.6740238793,-73.6713737962,68
3AF9F7BCW,40.6736930043,-73.6719491175,69
3AF9F7BCW,40.6733619101,-73.6725242183,70
3AF9F7BCW,40.6730307816,-73.6730992823,71
3AF9F7BCW,40.6726995592,-73.6736742502,72
3AF9F7BCW,40.6723686977,-73.6742495731,73
3AF9F7BCW,40.6720375625,-73.6748246209,74
3AF9F7BCW,40.6717061909,-73.6753994311,75
3AF9F7BCW,40.6713756762,-73.6759750896,76
3AF9F7BCW,40.6710446452,-73.6765502322,77
3AF9F7BCW,40.6707141745,-73.6771259277,78
3AF9F7BCW,40.6703832236,-73.677701145,79
3AF9F7BCW,40.6700520042,-73.6782760929,80
3AF9F7BCW,40.6697210704,-73.6788513214,81
3AF9F7BCW,40.6693900287,-73.6794264387,82
3AF9F7BCW,40.6690584148,-73.6800009816,83
3AF9F7BCW,40.6687279529,-73.6805766682,84
3AF9F7BCW,40.6683969467,-73.6811518132,85
3AF9F7BCW,40.6680654379,-73.6817264555,86
3AF9F7BCW,40.6677342209,-73.6823013851,87
3AF9F7BCW,40.6674037781,-73.6828770759,88
3AF9F7BCW,40.6670722753,-73.6834517113,89
3AF9F7BCW,40.6667422113,-73.6840277733,90
3AF9F7BCW,40.666410802,-73.6846024998,91
3AF9F7BCW,40.666078807,-73.6851766414,92
3AF9F7BCW,40.6657472357,-73.6857512003,93
3AF9F7BCW,40.6654181891,-73.6863282448,94
3AF9F7BCW,40.6650865248,-73.6869027018,95
3AF9F7BCW,40.6647534277,-73.6874757275,96
3AF9F7BCW,40.6644200089,-73.6880484299,97
3AF9F7BCW,40.6640864371,-73.6886209758,98
3AF9F7BCW,40.663752394,-73.6891930449,99
3AF9F7BCW,40.6634199678,-73.689766731,100
3AF9F7BCW,40.6630869158,-73.690339789,101
3AF9F7BCW,40.6627533506,-73.6909123308,102
3AF9F7BCW,40.6624209851,-73.6914860677,103
3AF9F7BCW,40.6620899801,-73.6920611604,104
3AF9F7BCW,40.6617589735,-73.6926362487,105
3AF9F7BCW,40.661427964,-73.6932113313,106
3AF9F7BCW,40.6610968934,-73.6937863502,107
3AF9F7BCW,40.6607648351,-73.6943603823,108
3AF9F7BCW,40.6604334141,-73.6949350461,109
3AF9F7BCW,40.6601173907,-73.6955235809,110
3AF9F7BCW,40.6598783075,-73.6961695151,111
3AF9F7BCW,40.6597442707,-73.6968660288,112
3AF9F7BCW,40.6597194369,-73.6975829467,113
3AF9F7BCW,40.6598416226,-73.6982808892,114
3AF9F7BCW,40.6600245924,-73.6989604376,115
3AF9F7BCW,40.6602131554,-73.6996374351,116
3AF9F7BCW,40.6604019137,-73.7003143416,117
3AF9F7BCW,40.6605902223,-73.7009914656,118
3AF9F7BCW,40.6607780666,-73.7016688141,119
3AF9F7BCW,40.6609664749,-73.7023458943,120
3AF9F7BCW,40.6611550468,-73.7030228981,121
3AF9F7BCW,40.6613434683,-73.7036999757,122
3AF9F7BCW,40.6615310682,-73.7043774486,123
3AF9F7BCW,40.661627253,-73.7047251073,124
3AF9F7BCW,40.6617241556,-73.7050753014,125
