shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
436E0248W,40.6995474365,-73.8093335103,1
436E0248W,40.699357703,-73.8100103433,2
436E0248W,40.6991679729,-73.8106871759,3
436E0248W,40.6989850328,-73.8113670313,4
436E0248W,40.6988260318,-73.812057254,5
436E0248W,40.6986855118,-73.8127544266,6
436E0248W,40.6985452486,-73.8134517538,7
436E0248W,40.6984238896,-73.8141544391,8
436E0248W,40.6983717559,-73.8148713066,9
436E0248W,40.6983875649,-73.8155912568,10
436E0248W,40.6984777501,-73.8163014574,11
436E0248W,40.6986396797,-73.8169895007,12
436E0248W,40.6988572337,-73.8176509354,13
436E0248W,40.699117224,-73.8182858199,14
436E0248W,40.6994103603,-73.8188952204,15
436E0248W,40.699736187,-73.8194752983,16
436E0248W,40.7000914517,-73.8200248268,17
436E0248W,40.7004683258,-73.820549061,18
436E0248W,40.7008592527,-73.8210553062,19
436E0248W,40.7012635481,-73.8215431418,20
436E0248W,40.7016780551,-73.8220159392,21
436E0248W,40.7020973212,-73.8224815488,22
436E0248W,40.7025179609,-73.8229449623,23
436E0248W,40.7029361225,-73.8234122436,24
436E0248W,40.7033551462,-73.8238782383,25
436E0248W,40.7037751417,-73.8243427219,26
436E0248W,40.7041947523,-73.8248078088,27
436E0248W,40.7046141795,-73.8252731856,28
436E0248W,40.7050336183,-73.8257385473,29
436E0248W,40.7054527545,-73.8262043822,30
436E0248W,40.7058719439,-73.8266701374,31
436E0248W,40.7062909902,-73.8271361137,32
436E0248W,40.7067101168,-73.8276019649,33
436E0248W,40.7071296988,-73.8280671181,34
436E0248W,40.7075491645,-73.8285324551,35
436E0248W,40.7079685067,-73.8289979872,36
436E0248W,40.7083876494,-73.8294638325,37
436E0248W,40.7088069159,-73.8299294881,38
436E0248W,40.7092262839,-73.8303949888,39
436E0248W,40.7096456439,-73.8308605048,40
436E0248W,40.7100649346,-73.8313261315,41
436E0248W,40.7104843946,-73.8317914977,42
436E0248W,40.7109039453,-73.8322567255,43
436E0248W,40.7113234018,-73.8327221028,44
436E0248W,40.7117423212,-73.8331883176,45
436E0248W,40.7121612934,-73.8336544535,46
436E0248W,40.7125805279,-73.8341201851,47
436E0248W,40.7129997665,-73.834585913,48
436E0248W,40.7134188959,-73.8350518136,49
436E0248W,40.7138378087,-73.8355180534,50
436E0248W,40.7142567137,-73.8359843082,51
436E0248W,40.7146754837,-73.8364507753,52
436E0248W,40.7150949512,-73.8369161292,53
436E0248W,40.715508951,-73.8373898367,54
436E0248W,40.7159133355,-73.8378776114,55
436E0248W,40.7163055695,-73.8383822325,56
436E0248W,40.716683722,-73.8389050698,57
436E0248W,40.7170472415,-73.8394455663,58
436E0248W,40.7173967772,-73.8400017662,59
436E0248W,40.7177304037,-73.8405745696,60
436E0248W,40.71804858,-73.8411624009,61
436E0248W,40.7183504171,-73.8417649122,62
436E0248W,40.7186366269,-73.8423804664,63
436E0248W,40.7189058437,-73.8430091369,64
436E0248W,40.7191593338,-73.8436490224,65
436E0248W,40.719401041,-73.8442967807,66
436E0248W,40.7196398837,-73.8449464119,67
436E0248W,40.7198785974,-73.8455961271,68
436E0248W,40.7201166663,-73.8462462534,69
436E0248W,40.7203547638,-73.8468963638,70
436E0248W,40.720592952,-73.8475464193,71
436E0248W,40.7208310794,-73.8481965155,72
436E0248W,40.7210694952,-73.8488464314,73
436E0248W,40.7213080043,-73.8494962905,74
436E0248W,40.7215464614,-73.8501461849,75
436E0248W,40.7217849003,-73.8507960931,76
436E0248W,40.7220231847,-73.8514461015,77
436E0248W,40.7222612755,-73.8520962348,78
436E0248W,40.7224990633,-73.8527465619,79
436E0248W,40.7227368254,-73.8533969076,80
436E0248W,40.722975041,-73.8540469688,81
436E0248W,40.7232132471,-73.8546970384,82
436E0248W,40.7234514064,-73.85534714,83
436E0248W,40.7236898044,-73.8559970926,84
436E0248W,40.7239276624,-73.856647389,85
436E0248W,40.7241652899,-73.8572978335,86
436E0248W,40.7244034586,-73.8579479383,87
436E0248W,40.7246416987,-73.8585980003,88
436E0248W,40.7248799626,-73.8592480495,89
436E0248W,40.7251182418,-73.8598980914,90
436E0248W,40.7253565753,-73.8605481012,91
436E0248W,40.725594843,-73.8611981549,92
436E0248W,40.7258329751,-73.8618482969,93
436E0248W,40.7260711137,-73.8624984371,94
436E0248W,40.726309305,-73.8631485462,95
436E0248W,40.7265476761,-73.8637985437,96
436E0248W,40.7267862594,-73.8644484087,97
436E0248W,40.7270238475,-73.8650989057,98
436E0248W,40.7272613654,-73.8657494495,99
436E0248W,40.7274993318,-73.8663997125,100
436E0248W,40.7277371845,-73.8670500496,101
436E0248W,40.7279749874,-73.8677004206,102
436E0248W,40.7282130668,-73.868350619,103
436E0248W,40.7284514069,-73.8690006546,104
436E0248W,40.7286899943,-73.869650536,105
