shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
6503B9ABW,40.9344882539,-73.0526279869,1
6503B9ABW,40.9345009925,-73.0531174813,2
6503B9ABW,40.9344750382,-73.0538397768,3
6503B9ABW,40.9344038512,-73.0545572657,4
6503B9ABW,40.9343240588,-73.0552734128,5
6503B9ABW,40.9342442619,-73.0559895582,6
6503B9ABW,40.9341644606,-73.0567057019,7
6503B9ABW,40.9340846548,-73.0574218438,8
6503B9ABW,40.9340049511,-73.0581380043,9
6503B9ABW,40.9339252604,-73.0588541505,10
6503B9ABW,40.9338541208,-73.0595718135,11
6503B9ABW,40.9337938735,-73.0602909454,12
6503B9ABW,40.9337196224,-73.0610078833,13
6503B9ABW,40.9336779336,-73.0617287953,14
6503B9ABW,40.9337100044,-73.0624500583,15
6503B9ABW,40.9338110637,-73.0631603476,16
6503B9ABW,40.9339575318,-73.0638577041,17
6503B9ABW,40.9341127652,-73.0645519808,18
6503B9ABW,40.9342528676,-73.0652516079,19
6503B9ABW,40.9343568101,-73.0659619967,20
6503B9ABW,40.9344203568,-73.0666805646,21
6503B9ABW,40.9344329086,-73.0674032009,22
6503B9ABW,40.9343699937,-73.0681211501,23
6503B9ABW,40.9342355719,-73.0688213545,24
6503B9ABW,40.9340249277,-73.0694884816,25
6503B9ABW,40.9337544731,-73.0701177224,26
6503B9ABW,40.933467789,-73.0707349259,27
6503B9ABW,40.9332216322,-73.0713799116,28
6503B9ABW,40.9330759453,-73.0720748236,29
6503B9ABW,40.9330393444,-73.072793782,30
6503B9ABW,40.9331213377,-73.0735067612,31
6503B9ABW,40.9333144435,-73.074181006,32
6503B9ABW,40.9336072954,-73.0747905961,33
6503B9ABW,40.9339559735,-73.0753493357,34
6503B9ABW,40.934311439,-73.0759009064,35
6503B9ABW,40.9346641665,-73.0764554173,36
6503B9ABW,40.9349938453,-73.0770337494,37
6503B9ABW,40.9352902059,-73.0776425146,38
6503B9ABW,40.9355548778,-73.0782764113,39
6503B9ABW,40.9357851507,-73.0789329756,40
6503B9ABW,40.9359818541,-73.079608595,41
6503B9ABW,40.9361691807,-73.0802889743,42
6503B9ABW,40.9363249196,-73.0809817658,43
6503B9ABW,40.9363934661,-73.081697797,44
6503B9ABW,40.9363590233,-73.0824178101,45
6503B9ABW,40.936237877,-73.083121645,46
6503B9ABW,40.9360183573,-73.0837828619,47
6503B9ABW,40.9357282626,-73.0843964695,48
6503B9ABW,40.9354156594,-73.0849914667,49
