shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
"88D56B42","40.75506218","-73.97564764","1"
"88D56B42","40.75565412","-73.97521611","2"
"88D56B42","40.75624607","-73.97478458","3"
"88D56B42","40.75683801","-73.97435304","4"
"88D56B42","40.75742127","-73.97390197","5"
"88D56B42","40.75798946","-73.97341833","6"
"88D56B42","40.75858752","-73.9730026","7"
"88D56B42","40.75918854","-73.97259335","8"
"88D56B42","40.75978219","-73.97216593","9"
"88D56B42","40.76037413","-73.97173435","10"
"88D56B42","40.76096124","-73.97129188","11"
"88D56B42","40.76147443","-73.97071533","12"
"88D56B42","40.76185861","-73.96998536","13"
"88D56B42","40.76215973","-73.96918821","14"
"88D56B42","40.76245852","-73.96838951","15"
"88D56B42","40.76275728","-73.9675908","16"
"88D56B42","40.76304855","-73.96678739","17"
"88D56B42","40.76327264","-73.96594851","18"
"88D56B42","40.76338793","-73.96507253","19"
"88D56B42","40.76338938","-73.96418353","20"
"88D56B42","40.76328299","-73.96330529","21"
"88D56B42","40.76308511","-73.96245498","22"
"88D56B42","40.76279224","-73.9616532","23"
"88D56B42","40.76246476","-73.9608742","24"
"88D56B42","40.76213686","-73.96009551","25"
"88D56B42","40.76180883","-73.95931691","26"
"88D56B42","40.7614767","-73.95854134","27"
"88D56B42","40.76114033","-73.95776893","28"
"88D56B42","40.76080133","-73.95699852","29"
"88D56B42","40.76046234","-73.95622811","30"
"88D56B42","40.76012335","-73.9554577","31"
"88D56B42","40.75978565","-73.95468631","32"
"88D56B42","40.7594494","-73.95391384","33"
"88D56B42","40.75911239","-73.95314194","34"
"88D56B42","40.75877514","-73.95237022","35"
"88D56B42","40.75843788","-73.95159852","36"
"88D56B42","40.75810062","-73.95082682","37"
"88D56B42","40.75776335","-73.95005513","38"
"88D56B42","40.75742608","-73.94928344","39"
"88D56B42","40.75708586","-73.94851402","40"
"88D56B42","40.75673144","-73.94775581","41"
"88D56B42","40.75636134","-73.94701065","42"
"88D56B42","40.75598392","-73.94627184","43"
"88D56B42","40.75560648","-73.94553304","44"
"88D56B42","40.75522904","-73.94479425","45"
"88D56B42","40.75485159","-73.94405547","46"
"88D56B42","40.75447414","-73.9433167","47"
"88D56B42","40.75409669","-73.94257794","48"
"88D56B42","40.7537187","-73.94183965","49"
"88D56B42","40.75333441","-73.94110703","50"
"88D56B42","40.75294604","-73.94037813","51"
"88D56B42","40.75255767","-73.93964923","52"
"88D56B42","40.75216929","-73.93892034","53"
"88D56B42","40.75178091","-73.93819147","54"
"88D56B42","40.75139253","-73.9374626","55"
"88D56B42","40.75100415","-73.93673372","56"
"88D56B42","40.75061217","-73.93600835","57"
"88D56B42","40.75019656","-73.93530593","58"
"88D56B42","40.74979385","-73.93459066","59"
"88D56B42","40.74939178","-73.93387476","60"
"88D56B42","40.7489897","-73.93315887","61"
"88D56B42","40.74862175","-73.93248734","62"
"88D56B42","40.74829292","-73.93171095","63"
"88D56B42","40.74808399","-73.93086609","64"
"88D56B42","40.74800405","-73.92998389","65"
"88D56B42","40.74805719","-73.92909806","66"
"88D56B42","40.74820482","-73.92822976","67"
"88D56B42","40.74836748","-73.92736589","68"
"88D56B42","40.74853014","-73.92650203","69"
"88D56B42","40.74869279","-73.92563816","70"
"88D56B42","40.74885543","-73.92477429","71"
"88D56B42","40.74902511","-73.92391285","72"
"88D56B42","40.74920769","-73.92305589","73"
"88D56B42","40.74939218","-73.92219964","74"
"88D56B42","40.74958578","-73.92134688","75"
"88D56B42","40.74976245","-73.92048805","76"
"88D56B42","40.74992546","-73.91962428","77"
"88D56B42","40.75008704","-73.91876005","78"
"88D56B42","40.7502448","-73.9178946","79"
"88D56B42","40.75039798","-73.91702772","80"
"88D56B42","40.75054609","-73.91615935","81"
"88D56B42","40.75067377","-73.91528542","82"
"88D56B42","40.75076244","-73.91440332","83"
"88D56B42","40.75080814","-73.91351564","84"
"88D56B42","40.75080579","-73.91262582","85"
"88D56B42","40.7507619","-73.91173795","86"
"88D56B42","40.75065387","-73.91085981","87"
"88D56B42","40.7504725","-73.91000291","88"
"88D56B42","40.75021918","-73.90917805","89"
"88D56B42","40.74989801","-73.90839509","90"
"88D56B42","40.74952504","-73.90765273","91"
"88D56B42","40.74911713","-73.90694284","92"
"88D56B42","40.74867599","-73.90626812","93"
"88D56B42","40.74820112","-73.90563416","94"
"88D56B42","40.7476967","-73.90504118","95"
"88D56B42","40.74717615","-73.90447244","96"
"88D56B42","40.74665432","-73.9039057","97"
"88D56B42","40.74613253","-73.90333891","98"
"88D56B42","40.7460661162","-73.9030047764","101"
"88D56B42","40.7456409927","-73.9025481562","102"
"88D56B42","40.7452132293","-73.9020958502","103"
"88D56B42","40.7447803661","-73.9016519679","104"
"88D56B42","40.7443503374","-73.9012034178","105"
"88D56B42","40.7439252368","-73.9007467502","106"
"88D56B42","40.7435006337","-73.9002892842","107"
"88D56B42","40.7430771345","-73.8998300561","108"
"88D56B42","40.7426538148","-73.8993705437","109"
"88D56B42","40.742230361","-73.8989112476","110"
"88D56B42","40.7418067775","-73.8984521616","111"
"88D56B42","40.7413840191","-73.8979917667","112"
"88D56B42","40.7409611595","-73.8975315342","113"
"88D56B42","40.740538124","-73.897071584","114"
"88D56B42","40.7401101651","-73.8966202278","115"
"88D56B42","40.7396764399","-73.8961797034","116"
"88D56B42","40.739277895","-73.8956838536","117"
"88D56B42","40.7388959856","-73.8951657308","118"
"88D56B42","40.7385460376","-73.8946109591","119"
"88D56B42","40.7382301063","-73.8940211477","120"
"88D56B42","40.7379356674","-73.8934123645","121"
"88D56B42","40.7376628829","-73.8927862735","122"
"88D56B42","40.7373957985","-73.8921557606","123"
"88D56B42","40.7371292329","-73.8915248661","124"
"88D56B42","40.7368628967","-73.8908938067","125"
"88D56B42","40.7365964117","-73.8902628591","126"
"88D56B42","40.7363289209","-73.8896326502","127"
"88D56B42","40.7360621888","-73.8890018876","128"
"88D56B42","40.735795333","-73.8883712177","129"
"88D56B42","40.7355283294","-73.8877406585","130"
"88D56B42","40.7352609788","-73.887110356","131"
"88D56B42","40.7349934894","-73.8864801577","132"
"88D56B42","40.7347262863","-73.8858497523","133"
"88D56B42","40.7344597895","-73.8852188349","134"
"88D56B42","40.7341964832","-73.8845856122","135"
"88D56B42","40.7339409609","-73.8839469815","136"
"88D56B42","40.7336925804","-73.8833034254","137"
