shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
878A640B,40.6563814391,-73.6773617538,471
878A640B,40.6562602801,-73.6766587111,472
878A640B,40.6559659201,-73.6757230167,473
878A640B,40.6558446716,-73.6750200059,474
878A640B,40.6557235886,-73.6743169537,475
878A640B,40.6556179655,-73.6736098703,476
878A640B,40.6555393111,-73.672896577,477
878A640B,40.6554650686,-73.6721826673,478
878A640B,40.6553328064,-73.6714846238,479
878A640B,40.6551086793,-73.6708292334,480
878A640B,40.6548036144,-73.6702321118,481
878A640B,40.6544239169,-73.6697142954,482
878A640B,40.6539909237,-73.6692722671,483
878A640B,40.653543959,-73.6688538189,484
878A640B,40.6530978705,-73.668433742,485
878A640B,40.6526520444,-73.6680131873,486
878A640B,40.652205542,-73.6675938751,487
878A640B,40.6517588284,-73.6671749528,488
878A640B,40.651312542,-73.666755249,489
878A640B,40.650866203,-73.6663356443,490
878A640B,40.6504196543,-73.6659164271,491
878A640B,40.6499734663,-73.6654965519,492
878A640B,40.6495273664,-73.6650765184,493
878A640B,40.6490806654,-73.6646575895,494
878A640B,40.6486345348,-73.6642376178,495
878A640B,40.6481887202,-73.6638170696,496
878A640B,40.6477429039,-73.6633965274,497
878A640B,40.6472967609,-73.6629765861,498
878A640B,40.6468503275,-73.6625571793,499
878A640B,40.646404004,-73.6621375738,500
878A640B,40.6459577816,-73.6617177857,501
878A640B,40.6455117587,-73.6612976351,502
878A640B,40.6450657607,-73.6608774417,503
878A640B,40.6446198008,-73.6604571813,504
878A640B,40.6441738202,-73.6600369616,505
878A640B,40.6437275872,-73.6596172069,506
878A640B,40.6432812854,-73.6591975809,507
878A640B,40.6428351211,-73.6587777058,508
878A640B,40.6423891475,-73.6583574845,509
878A640B,40.6419431022,-73.657937397,510
878A640B,40.6414968984,-73.6575176024,511
878A640B,40.6410498035,-73.6570994706,512
878A640B,40.6405958071,-73.6566947864,513
878A640B,40.6401194248,-73.6563381779,514
878A640B,40.6396157367,-73.6560540596,515
878A640B,40.6390925542,-73.6558382356,516
878A640B,40.6385580985,-73.6556747699,517
878A640B,40.6380204415,-73.6555293833,518
878A640B,40.6374826343,-73.6553848813,519
878A640B,40.6369448462,-73.655240258,520
878A640B,40.6364070465,-73.6550957097,521
878A640B,40.6358692627,-73.6549510608,522
878A640B,40.6353314663,-73.654806493,523
878A640B,40.6347936369,-73.6546621384,524
878A640B,40.6342557769,-73.6545179815,525
878A640B,40.6337179066,-73.6543738914,526
878A640B,40.6331800496,-73.6542297171,527
878A640B,40.6326423817,-73.6540843355,528
878A640B,40.6321047445,-73.653938757,529
878A640B,40.6315670403,-73.6537936067,530
878A640B,40.6310293556,-73.653648334,531
878A640B,40.6304918077,-73.653502192,532
878A640B,40.6299540817,-73.6533571894,533
878A640B,40.6294161595,-73.6532134416,534
878A640B,40.6288783266,-73.6530691202,535
878A640B,40.62834055,-73.6529244393,536
878A640B,40.6278028755,-73.6527791065,537
878A640B,40.6272651401,-73.6526341639,538
878A640B,40.6267273137,-73.6524898046,539
878A640B,40.6261894935,-73.6523454062,540
878A640B,40.6256517235,-73.6522006868,541
878A640B,40.6251139838,-73.6520557751,542
878A640B,40.62457621,-73.6519110827,543
878A640B,40.624038391,-73.6517666805,544
878A640B,40.6235006891,-73.6516215311,545
878A640B,40.6229630192,-73.6514761799,546
878A640B,40.6224250244,-73.651332917,547
878A640B,40.6218872024,-73.6511885459,548
878A640B,40.6213495863,-73.6510428529,549
878A640B,40.6208118881,-73.6508976842,550
878A640B,40.6202741207,-73.6507529584,551
878A640B,40.6197363625,-73.6506081746,552
878A640B,40.6191986119,-73.6504633429,553
878A640B,40.6186608798,-73.6503183943,554
878A640B,40.6181231266,-73.650173581,555
878A640B,40.6175853216,-73.6500291012,556
878A640B,40.6170476115,-73.6498840152,557
878A640B,40.6165099491,-73.6497386262,558
878A640B,40.6159721796,-73.6495939221,559
878A640B,40.615434362,-73.6494495266,560
878A640B,40.6148965499,-73.6493050963,561
878A640B,40.6143588179,-73.6491601552,562
878A640B,40.6138211113,-73.6490150524,563
878A640B,40.6132834016,-73.6488699703,564
878A640B,40.6127455604,-73.6487257326,565
878A640B,40.6122076121,-73.6485821841,566
878A640B,40.6116695468,-73.6484394972,567
878A640B,40.6111273704,-73.6483302693,568
878A640B,40.6105796962,-73.6482945171,569
878A640B,40.6100321424,-73.6483342946,570
878A640B,40.6094906861,-73.6484481526,571
878A640B,40.6089615316,-73.648636936,572
878A640B,40.6084503661,-73.6488976766,573
878A640B,40.6079618896,-73.6492250067,574
878A640B,40.6074896861,-73.6495922064,575
878A640B,40.6070204698,-73.6499660778,576
878A640B,40.6065511578,-73.6503397406,577
878A640B,40.6060825544,-73.6507149267,578
878A640B,40.6056143158,-73.6510908956,579
878A640B,40.6051456774,-73.6514660019,580
878A640B,40.604676547,-73.6518400468,581
878A640B,40.6042075136,-73.6522142986,582
878A640B,40.603738546,-73.6525886898,583
878A640B,40.6032696607,-73.6529632558,584
878A640B,40.6028017795,-73.6533399496,585
878A640B,40.6023387508,-73.6537267175,586
878A640B,40.6018852917,-73.6541325037,587
878A640B,40.601442026,-73.6545571993,588
878A640B,40.601010255,-73.6550018153,589
878A640B,40.6005891059,-73.6554636787,590
878A640B,40.600175082,-73.6559365961,591
878A640B,40.5997622753,-73.6564113478,592
878A640B,40.5993489935,-73.6568853845,593
878A640B,40.5989364239,-73.6573604816,594
878A640B,40.5985243481,-73.6578363144,595
878A640B,40.5981115177,-73.6583110181,596
878A640B,40.5976994697,-73.6587868882,597
878A640B,40.5972929993,-73.6592707858,598
878A640B,40.5969022725,-73.6597764956,599
878A640B,40.5965191253,-73.6602922154,600
878A640B,40.5961220396,-73.6607891339,601
878A640B,40.5957113452,-73.6612669789,602
878A640B,40.5952987904,-73.6617420722,603
878A640B,40.5948836146,-73.6622131925,604
878A640B,40.5944575412,-73.6626670404,605
878A640B,40.5940164281,-73.6630955413,606
878A640B,40.5935689262,-73.6635126387,607
878A640B,40.5931174656,-73.6639222015,608
878A640B,40.592639335,-73.6642708407,609
878A640B,40.5921150863,-73.6644754803,610
878A640B,40.5915702224,-73.6645396336,611
878A640B,40.5910213041,-73.664534886,612
878A640B,40.5904723951,-73.6645251676,613
878A640B,40.5901816635,-73.6645195937,614
